full_name,rating,Pos,Experience,Age,Tm,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,salary,z_score_twitter RETWEET_count,z_score_follower_count_millon,z_score_twitter_followers_count
George Hill,75,SG,15,35,MIL,54,17,23.2,2.2,5.1,0.429,0.8,2.5,0.306,1.4,2.6,0.546,0.504,1.1,1.1,0.919,0.7,2.2,2.9,2.2,0.8,0.1,0.8,1.3,6.2,10133907,-0.480610432,-0.7370285,0.036759558
Georges Niang,72,PF,7,28,PHI,76,7,22.8,3.2,7.4,0.437,2.1,5.1,0.403,1.2,2.3,0.511,0.575,0.7,0.8,0.881,0.3,2.3,2.7,1.3,0.4,0.2,0.8,2.5,9.2,1645357,5.24081E-07,-2.63759E-06,0.639861003
Giannis Antetokounmpo,96,PF,10,27,MIL,67,67,32.9,10.3,18.6,0.553,1.1,3.6,0.293,9.2,15,0.616,0.582,8.3,11.4,0.722,2,9.6,11.6,5.8,1.1,1.4,3.3,3.2,29.9,25842697,5.24081E-07,-0.736199123,0.639861003
Goga Bitadze,72,C,4,22,IND,50,16,14.6,2.6,5,0.52,0.5,1.6,0.288,2.2,3.4,0.628,0.565,1.3,1.9,0.681,1.6,2,3.5,1.1,0.4,0.8,0.9,2.1,7,2816760,5.24081E-07,-2.63759E-06,0.639861003
Gordon Hayward,80,SF,13,31,CHO,49,48,31.9,5.8,12.6,0.459,1.8,4.5,0.391,4,8.1,0.496,0.528,2.6,3,0.846,0.8,3.8,4.6,3.6,1,0.4,1.7,1.7,15.9,32700690,-0.320497791,-0.733710992,0.350038774
Gorgui Dieng,76,C,10,32,ATL,44,3,8.4,1.2,2.5,0.473,0.7,1.5,0.426,0.5,1,0.545,0.603,0.4,0.6,0.731,0.7,2,2.8,0.8,0.3,0.3,0.5,1.2,3.5,16229213,5.24081E-07,-2.63759E-06,0.639861003
Grant Williams,72,PF,4,23,BOS,77,21,24.4,2.7,5.6,0.475,1.4,3.4,0.411,1.3,2.3,0.569,0.597,1.1,1.2,0.905,0.8,2.7,3.6,1,0.5,0.7,0.8,2.4,7.8,2379840,5.24081E-07,-2.63759E-06,0.639861003
Grayson Allen,72,SG,5,26,MIL,66,61,27.3,3.9,8.6,0.448,2.4,5.9,0.409,1.5,2.7,0.533,0.588,1,1.1,0.865,0.5,2.9,3.4,1.5,0.7,0.3,0.7,1.5,11.1,2429400,5.24081E-07,-2.63759E-06,0.639861003
Hamidou Diallo,70,SG,5,23,DET,58,29,21.9,4.5,9.1,0.496,0.4,1.6,0.247,4.1,7.5,0.55,0.518,1.6,2.4,0.65,1.2,3.6,4.8,1.3,1.2,0.3,1,2.5,11,1416852,5.24081E-07,-2.63759E-06,0.639861003
Harrison Barnes,79,PF,11,29,SAC,77,77,33.6,5.1,10.8,0.469,1.8,4.7,0.394,3.2,6.2,0.525,0.554,4.4,5.4,0.826,1.1,4.5,5.6,2.4,0.7,0.2,1.5,1.2,16.4,24147727,-0.394655225,-0.590643461,0.09711107
Hassan Whiteside,81,C,13,32,UTA,65,8,17.9,3.3,5.1,0.652,0,0,0,3.3,5.1,0.652,0.652,1.6,2.6,0.623,2.6,5,7.6,0.4,0.3,1.6,0.8,2.8,8.2,27093018,0.031750018,-0.770203579,0.212876245
Ignas Brazdeikis,70,SF,4,23,ORL,42,1,12.8,1.9,4.5,0.431,0.6,2.1,0.31,1.3,2.4,0.535,0.503,0.5,0.8,0.656,0.5,1.2,1.7,0.9,0.2,0.1,0.4,1.1,5,898310,5.24081E-07,-2.63759E-06,0.639861003
Isaac Bonga,68,SF,5,22,TOR,15,0,4.6,0.2,0.9,0.231,0.1,0.3,0.25,0.1,0.6,0.222,0.269,0.3,0.5,0.625,0.3,0.2,0.5,0.3,0.5,0.1,0.1,0.7,0.8,1416852,5.24081E-07,-2.63759E-06,0.639861003
Isaiah Hartenstein,68,C,6,23,LAC,68,0,17.9,3.4,5.4,0.626,0.2,0.4,0.467,3.2,4.9,0.64,0.645,1.3,1.9,0.689,1.7,3.2,4.9,2.4,0.7,1.1,1.2,2.5,8.3,1416852,5.24081E-07,-2.63759E-06,0.639861003
Isaiah Thomas,76,PG,12,32,TOT,22,1,15.1,3,7.6,0.401,1.3,3.8,0.337,1.8,3.8,0.464,0.485,1,1.2,0.846,0.2,1.1,1.3,1.5,0.3,0.2,0.7,1.5,8.4,2320044,0.033435414,-0.573226544,0.512987858
Ivica Zubac,77,C,7,24,LAC,76,76,24.4,4.1,6.5,0.626,0,0,0,4.1,6.5,0.626,0.626,2.2,3,0.727,2.9,5.6,8.5,1.6,0.5,1,1.5,2.7,10.3,6481482,-0.345778735,-2.63759E-06,0.005486501
Ja Morant,79,PG,4,22,MEM,57,57,33.1,10.2,20.6,0.493,1.5,4.5,0.344,8.6,16.2,0.534,0.53,5.5,7.3,0.761,1.4,4.4,5.7,6.7,1.2,0.4,3.4,1.5,27.4,8730240,5.24081E-07,-2.63759E-06,0.639861003
Jabari Parker,78,PF,9,26,BOS,12,0,9.3,1.5,3.2,0.474,0.7,1.3,0.5,0.8,1.8,0.455,0.579,0.8,0.8,1,0.4,1.9,2.3,0.5,0.3,0.1,0.7,1.1,4.4,6500000,-0.069373755,-0.721685025,0.292979162
Jae Crowder,76,PF,11,31,PHO,67,67,28.1,3.2,8.1,0.399,1.9,5.4,0.348,1.3,2.7,0.503,0.516,1.1,1.3,0.789,0.4,4.8,5.3,1.9,1.4,0.4,0.8,2.6,9.4,7815533,-0.332295565,-2.63759E-06,0.060351513
Jake Layman,75,SF,7,27,MIN,34,1,6.8,0.9,2.1,0.411,0.2,1,0.229,0.6,1.1,0.579,0.466,0.4,0.5,0.722,0.2,0.9,1.1,0.3,0.2,0.1,0.3,0.4,2.4,3581986,5.24081E-07,-2.63759E-06,0.639861003
Jakob Poeltl,77,C,7,26,SAS,68,67,29,6,9.8,0.618,0,0,1,6,9.7,0.618,0.619,1.4,2.8,0.495,3.9,5.5,9.3,2.8,0.7,1.7,1.6,3.1,13.5,3754885,5.24081E-07,-2.63759E-06,0.639861003
Jalen Brunson,76,PG,5,25,DAL,79,61,31.9,6.4,12.8,0.502,1.2,3.2,0.373,5.2,9.6,0.545,0.549,2.3,2.7,0.84,0.5,3.4,3.9,4.8,0.8,0,1.6,1.9,16.3,1416852,5.24081E-07,-2.63759E-06,0.639861003
James Harden,96,PG-SG,14,32,TOT,65,65,37.2,6.3,15.3,0.41,2.3,6.9,0.33,4,8.4,0.476,0.485,7.2,8.2,0.877,0.8,6.8,7.7,10.3,1.3,0.6,4.4,2.4,22,38199000,0.592986958,1.01544508,1.063283924
James Johnson,75,PF,14,34,BRK,62,10,19.2,2.3,5,0.469,0.4,1.4,0.271,2,3.6,0.545,0.507,0.5,0.9,0.527,0.8,2.6,3.5,2.1,0.5,0.5,0.8,2.6,5.5,15349400,-0.467127262,-0.838212492,0.014264903
JaMychal Green,78,PF,11,31,DEN,67,8,16.2,2.4,4.9,0.486,0.5,1.9,0.266,1.9,3,0.621,0.537,1.2,1.4,0.871,1.2,3,4.2,0.9,0.6,0.4,0.9,2.4,6.4,4767000,5.24081E-07,-2.63759E-06,0.639861003
Jarred Vanderbilt,70,PF,5,22,MIN,74,67,25.4,2.9,4.9,0.587,0,0.2,0.143,2.8,4.7,0.605,0.59,1.2,1.8,0.656,2.9,5.5,8.4,1.3,1.3,0.6,1,2.4,6.9,1416852,5.24081E-07,-2.63759E-06,0.639861003
Jarrett Allen,79,C,6,23,CLE,56,56,32.3,6.6,9.7,0.677,0,0.2,0.1,6.6,9.6,0.688,0.678,2.9,4.2,0.708,3.4,7.3,10.8,1.6,0.8,1.3,1.7,1.7,16.1,2376840,5.24081E-07,-2.63759E-06,0.639861003
Jarrett Culver,77,SG,4,22,MEM,37,0,9.1,1.4,3.6,0.378,0.3,1.3,0.255,1.1,2.4,0.443,0.422,0.4,0.9,0.471,0.4,0.9,1.3,0.9,0.5,0.1,0.5,1.1,3.5,5813640,5.24081E-07,-2.63759E-06,0.639861003
JaVale McGee,79,C,15,34,PHO,74,17,15.8,3.9,6.2,0.629,0,0.1,0.222,3.9,6.1,0.637,0.631,1.4,2,0.699,2.2,4.5,6.7,0.6,0.3,1.1,1.3,2.4,9.2,4000000,-0.382857451,-0.758177613,0
Jaxson Hayes,74,C,4,21,NOP,70,28,20,3.5,5.7,0.616,0.3,0.8,0.351,3.2,4.9,0.66,0.641,2.1,2.7,0.766,1.6,2.9,4.5,0.6,0.5,0.8,0.8,2.2,9.3,4862040,5.24081E-07,-2.63759E-06,0.639861003
Jaylen Brown,79,SF,7,25,BOS,66,66,33.6,8.7,18.4,0.473,2.5,7,0.358,6.2,11.4,0.544,0.541,3.7,4.8,0.758,0.8,5.3,6.1,3.5,1.1,0.3,2.7,2.5,23.6,6534829,-0.153643566,-2.63759E-06,0
Jayson Tatum,85,SF,6,23,BOS,76,76,35.9,9.3,20.6,0.453,3,8.6,0.353,6.3,12,0.524,0.526,5.3,6.2,0.853,1.1,6.9,8,4.4,1,0.6,2.9,2.3,26.9,7830000,5.24081E-07,-2.63759E-06,0.639861003
Jeff Green,76,C,16,35,DEN,75,63,24.7,3.7,7.1,0.524,0.7,2.2,0.315,3,4.8,0.62,0.574,2.2,2.6,0.833,0.5,2.5,3.1,1.3,0.4,0.4,0.9,2,10.3,3405180,-0.394655225,-2.63759E-06,0.063094763
Jemerrio Jones,70,SF,5,26,LAL,2,0,7.5,1,1.5,0.667,0,0,0,1,1.5,0.667,0.667,0,0,0,1,0.5,1.5,0,0.5,0,0,1,2,195077,5.24081E-07,-2.63759E-06,0.639861003
Jerami Grant,77,PF,9,27,DET,47,47,31.9,6.3,14.9,0.426,1.9,5.4,0.358,4.4,9.5,0.465,0.491,4.6,5.5,0.838,0.6,3.5,4.1,2.4,0.9,1,1.8,2.3,19.2,9346153,-0.480610432,-2.63759E-06,0.009875702
Jeremy Lamb,79,SF-SG,11,29,TOT,56,0,16.7,2.4,6.2,0.383,1,3,0.324,1.4,3.2,0.441,0.463,1.6,1.9,0.84,0.5,2.3,2.8,1.4,0.6,0.4,0.7,1.1,7.3,10500000,5.24081E-07,-0.815404625,0.639861003
Jevon Carter,71,PG,5,26,TOT,66,3,13.7,1.5,3.8,0.387,1,2.6,0.388,0.5,1.3,0.386,0.518,0.2,0.3,0.833,0.2,1.5,1.7,1.5,0.4,0.2,0.5,1,4.2,1416852,5.24081E-07,-2.63759E-06,0.639861003
Jimmy Butler,88,SF,12,32,MIA,57,57,33.9,7,14.5,0.48,0.5,2,0.233,6.5,12.5,0.52,0.496,6.9,8,0.87,1.8,4.1,5.9,5.5,1.6,0.5,2.1,1.5,21.4,32742000,-0.389599036,-0.643723588,0.098208371
Joe Harris,78,SF,9,30,BRK,14,14,30.2,4,8.9,0.452,2.9,6.3,0.466,1.1,2.6,0.417,0.617,0.4,0.4,0.833,0.4,3.6,4,1,0.5,0.1,1.1,2.2,11.3,7666667,-0.490722809,-2.63759E-06,0
Joe Ingles,79,SF,14,34,UTA,45,15,24.9,2.6,6.3,0.404,1.7,5,0.347,0.8,1.3,0.617,0.54,0.4,0.5,0.773,0.3,2.6,2.9,3.5,0.5,0.1,1,1.8,7.2,11454546,-0.47723964,-2.63759E-06,0.09491647
Joel Embiid,91,C,9,27,PHI,68,68,33.8,9.8,19.6,0.499,1.4,3.7,0.371,8.4,15.9,0.529,0.534,9.6,11.8,0.814,2.1,9.6,11.7,4.2,1.1,1.5,3.1,2.7,30.6,27504630,9.42277774,-0.509364516,7.519249833
John Collins,84,PF,6,24,ATL,54,53,30.8,6.3,11.9,0.526,1.2,3.3,0.364,5.1,8.7,0.588,0.576,2.5,3.1,0.793,1.7,6.1,7.8,1.8,0.6,1,1.1,3,16.2,2686560,5.24081E-07,-2.63759E-06,0.639861003
Jordan Bell,74,C,6,27,CHI,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,2,0,1870564,5.24081E-07,-2.63759E-06,0.639861003
Jordan Clarkson,78,SG,9,29,UTA,79,1,27.1,5.9,14.1,0.419,2.4,7.6,0.318,3.5,6.5,0.535,0.504,1.8,2.2,0.828,0.8,2.6,3.5,2.5,0.8,0.2,1.6,1.9,16,13437500,0.114334433,-2.63759E-06,0.060900163
Jordan Poole,70,SG,4,22,GSW,76,51,30,6.2,13.9,0.448,2.8,7.6,0.364,3.5,6.3,0.55,0.548,3.2,3.5,0.925,0.4,3,3.4,4,0.8,0.3,2.5,2.7,18.5,1964760,5.24081E-07,-2.63759E-06,0.639861003
Josh Hart,75,SG-SF,6,26,TOT,54,53,33.2,5.3,10.5,0.504,1.4,3.9,0.343,4,6.6,0.601,0.569,3,3.9,0.758,1.1,6,7.2,4.1,1.1,0.2,2.1,2.8,14.9,1934160,5.24081E-07,-2.63759E-06,0.639861003
Josh Jackson,76,SF,6,24,TOT,51,3,16.3,2.4,5.9,0.4,0.6,2.5,0.254,1.7,3.3,0.512,0.455,1.1,1.5,0.714,0.4,2.4,2.8,1.1,0.5,0.4,0.9,1.7,6.4,7059480,5.24081E-07,-2.63759E-06,0.639861003
Josh Okogie,73,SG,5,23,MIN,49,6,10.5,0.9,2.1,0.404,0.3,1,0.298,0.6,1.2,0.491,0.471,0.7,1,0.686,0.6,0.8,1.4,0.5,0.5,0.2,0.5,1.1,2.7,2530680,5.24081E-07,-2.63759E-06,0.639861003
Josh Richardson,80,SG,8,28,TOT,65,7,24.6,3.6,8.2,0.438,1.6,3.8,0.415,2,4.4,0.458,0.534,1.5,1.7,0.889,0.6,2.2,2.8,1.8,0.9,0.4,1,1.8,10.2,10116576,-0.457014885,-2.63759E-06,0.04608661
Jrue Holiday,86,PG,14,31,MIL,67,64,32.9,7.1,14.2,0.501,2,4.8,0.411,5.2,9.4,0.547,0.57,2,2.7,0.761,1,3.5,4.5,6.8,1.6,0.4,2.7,2,18.3,26131111,-0.359261904,-0.784717677,0
Julius Randle,83,PF,9,27,NYK,72,72,35.3,7.1,17.3,0.411,1.7,5.4,0.308,5.4,11.9,0.458,0.459,4.2,5.6,0.756,1.7,8.2,9.9,5.1,0.7,0.5,3.4,2.8,20.1,18000000,-0.291846056,-0.689754011,0.111924624
Justin Holiday,72,SF-SG,12,32,TOT,74,65,27.8,3.5,8.9,0.394,2.4,6.5,0.367,1.1,2.4,0.467,0.528,0.7,0.8,0.806,0.4,2.2,2.6,1.7,0.8,0.4,0.9,2.1,10.1,4767000,5.24081E-07,-2.63759E-06,0.639861003
Justin Jackson,74,SF,6,26,TOT,7,0,5.3,0.7,2.1,0.333,0.4,1.3,0.333,0.3,0.9,0.333,0.433,0.3,0.3,1,0.1,0.9,1,0.3,0,0,0.1,0.4,2.1,3280920,5.24081E-07,-2.63759E-06,0.639861003
Justise Winslow,78,SF,8,25,TOT,48,11,16.1,2.3,5.4,0.428,0.3,1.4,0.227,2,4,0.497,0.457,0.8,1.4,0.591,1,3.2,4.2,1.8,0.7,0.5,1,1.4,5.7,13000000,-0.377801263,-2.63759E-06,0.09711107
Karl-Anthony Towns,89,C,8,26,MIN,74,74,33.5,8.7,16.4,0.529,2,4.9,0.41,6.6,11.5,0.58,0.591,5.2,6.3,0.822,2.6,7.2,9.8,3.6,1,1.1,3.1,3.6,24.6,27285000,-0.136789604,-0.721685025,0
Keita Bates-Diop,70,SF,5,26,SAS,59,14,16.2,2.3,4.5,0.517,0.3,0.9,0.309,2,3.5,0.572,0.549,0.8,1,0.754,1.1,2.9,3.9,0.7,0.5,0.2,0.8,1,5.7,1416852,5.24081E-07,-2.63759E-06,0.639861003
Keldon Johnson,72,SF,4,22,SAS,75,74,31.9,6.3,13.5,0.466,2.1,5.3,0.398,4.2,8.2,0.51,0.545,2.4,3.1,0.756,1.1,5,6.1,2.1,0.8,0.2,1.2,2,17,1950600,5.24081E-07,-2.63759E-06,0.639861003
Kelly Olynyk,78,C,10,30,DET,40,1,19.1,3.2,7.2,0.448,1,3,0.336,2.2,4.2,0.527,0.517,1.7,2.2,0.775,1.4,3.1,4.4,2.8,0.8,0.5,1.5,2.5,9.1,12667885,-0.43679013,-2.63759E-06,0.061997463
Kemba Walker,88,PG,12,31,NYK,37,37,25.6,4,10,0.403,2,5.4,0.367,2.1,4.6,0.444,0.501,1.6,1.9,0.845,0.4,2.6,3,3.5,0.7,0.2,1.3,1,11.6,32742000,-0.381172055,-0.698877158,0.065289364
Kenrich Williams,72,SF,5,27,OKC,49,0,21.9,3,6.5,0.461,0.8,2.5,0.339,2.1,4,0.536,0.525,0.6,1.1,0.545,1.5,3,4.5,2.2,0.9,0.2,0.9,1.7,7.4,1416852,5.24081E-07,-2.63759E-06,0.639861003
Kent Bazemore,75,SF,11,32,LAL,39,14,14,1.2,3.6,0.324,0.7,2.1,0.363,0.4,1.5,0.271,0.428,0.3,0.4,0.765,0.3,1.4,1.8,0.9,0.6,0.2,0.5,1.8,3.4,19269663,5.24081E-07,-2.63759E-06,0.639861003
Kentavious Caldwell-Pope,76,SG,10,28,WAS,77,77,30.2,4.7,10.8,0.435,2.1,5.3,0.39,2.6,5.5,0.48,0.531,1.8,2,0.89,0.5,2.9,3.4,1.9,1.1,0.3,1.3,1.8,13.2,8089282,-0.457014885,-2.63759E-06,0.009875702
Kevin Durant,96,PF,16,33,BRK,55,55,37.2,10.5,20.3,0.518,2.1,5.5,0.383,8.4,14.8,0.568,0.57,6.8,7.4,0.91,0.5,6.9,7.4,6.4,0.9,0.9,3.5,2.1,29.9,37199000,0.742987222,5.879741125,1.564201479
Kevin Huerter,76,SG,5,23,ATL,74,60,29.6,4.7,10.3,0.454,2.2,5.6,0.389,2.5,4.7,0.53,0.559,0.6,0.7,0.808,0.4,3,3.4,2.7,0.7,0.4,1.2,2.5,12.1,2636280,5.24081E-07,-2.63759E-06,0.639861003
Kevin Knox,76,SF,5,22,TOT,30,0,7.4,1,2.8,0.365,0.5,1.8,0.278,0.5,1,0.516,0.453,0.5,0.7,0.727,0.5,1,1.5,0.3,0.1,0.1,0.2,0.6,3.1,4380120,5.24081E-07,-2.63759E-06,0.639861003
Kevin Love,83,PF,15,33,CLE,74,4,22.5,4.4,10.3,0.43,2.5,6.4,0.392,1.9,3.8,0.493,0.553,2.2,2.7,0.838,1.2,6.1,7.2,2.2,0.4,0.2,1.3,1.4,13.6,28942830,0.164896319,0.21924317,0.95081065
Kevon Looney,77,C,8,25,GSW,82,80,21.1,2.5,4.4,0.571,0,0,0,2.5,4.4,0.573,0.571,0.9,1.5,0.6,2.5,4.7,7.3,2,0.6,0.6,0.8,2.6,6,4464286,-0.428363149,-2.63759E-06,0
Khem Birch,74,C,9,29,TOR,55,28,18,1.8,3.6,0.485,0,0.3,0,1.8,3.4,0.522,0.485,1,1.3,0.746,2.2,2.1,4.3,1,0.5,0.5,0.5,1.9,4.5,3000000,5.24081E-07,-2.63759E-06,0.639861003
Khris Middleton,85,SF,11,30,MIL,66,66,32.4,6.8,15.5,0.443,2.5,6.6,0.373,4.4,8.9,0.494,0.522,3.9,4.4,0.89,0.6,4.8,5.4,5.4,1.2,0.3,2.9,2.4,20.1,30603448,-0.460385677,-2.63759E-06,0.017556804
Klay Thompson,89,SG,12,31,GSW,32,32,29.4,7.7,17.9,0.429,3.6,9.3,0.385,4.1,8.7,0.477,0.529,1.4,1.6,0.902,0.5,3.4,3.9,2.8,0.5,0.5,1.3,1.7,20.4,32742000,0.267705488,-2.63759E-06,0.874548284
Kris Dunn,75,PG,7,27,POR,14,3,24,3.1,7.3,0.431,0.1,0.8,0.091,3.1,6.5,0.473,0.436,1.2,1.3,0.944,0.6,2.9,3.5,5.6,1.6,0.2,2.3,2.7,7.6,5348007,-0.332295565,-2.63759E-06,0.181054538
Kyle Anderson,74,PF,9,28,MEM,69,11,21.5,3,6.8,0.446,0.5,1.6,0.33,2.5,5.2,0.481,0.484,1,1.5,0.638,1,4.3,5.3,2.7,1.1,0.7,1,1.6,7.6,9073050,-0.451958696,-2.63759E-06,0.024140605
Kyle Kuzma,84,PF,6,26,WAS,66,66,33.4,6.4,14.2,0.452,1.9,5.7,0.341,4.5,8.5,0.526,0.52,2.4,3.3,0.712,1.1,7.4,8.5,3.5,0.6,0.9,2.6,1.9,17.1,1974600,5.24081E-07,-2.63759E-06,0.639861003
Kyle Lowry,85,PG,17,35,MIA,63,63,33.9,4.4,10,0.44,2.3,6.1,0.377,2.1,3.9,0.539,0.555,2.3,2.8,0.851,0.5,4,4.5,7.5,1.1,0.3,2.7,2.8,13.4,33296296,0.055345565,-0.593960969,0.61558543
Kyrie Irving,91,PG,12,29,BRK,29,29,37.6,10,21.2,0.469,3.4,8.2,0.418,6.5,13,0.501,0.55,4.1,4.4,0.915,0.6,3.8,4.4,5.8,1.4,0.6,2.5,2.8,27.4,31742000,1.851977933,0.60490347,1.690939656
KZ Okpala,71,PF,4,22,MIA,21,0,11.6,1.4,3.3,0.435,0.4,1.2,0.346,1,2,0.488,0.5,0.4,0.5,0.727,0.5,1.4,2,0.7,0.2,0.3,0.2,1.2,3.7,898310,5.24081E-07,-2.63759E-06,0.639861003
LaMarcus Aldridge,87,C,17,36,BRK,47,12,22.3,5.4,9.7,0.55,0.3,1,0.304,5.1,8.8,0.578,0.566,1.9,2.2,0.873,1.6,3.9,5.5,0.9,0.3,1,0.9,1.7,12.9,26000000,-0.278362886,-0.560785889,0.213973545
Landry Shamet,76,SG,5,24,PHO,69,14,20.8,2.8,7,0.394,1.8,4.8,0.368,1,2.2,0.45,0.521,1,1.2,0.84,0.2,1.6,1.8,1.6,0.4,0.1,0.6,1.3,8.3,1995120,5.24081E-07,-2.63759E-06,0.639861003
Langston Galloway,72,SG,9,30,TOT,7,0,15.3,0.9,3.7,0.231,0.3,2.3,0.125,0.6,1.4,0.4,0.269,0,0,0,0.4,2.1,2.6,1.7,0.1,0,0.9,1,2,7333333,-0.483981224,-2.63759E-06,0.015910853
Lauri Markkanen,83,PF,6,24,CLE,61,61,30.8,5.1,11.5,0.445,2.2,6.2,0.358,2.9,5.3,0.548,0.542,2.3,2.6,0.868,1,4.7,5.7,1.3,0.7,0.5,0.9,2.1,14.8,5300400,5.24081E-07,-2.63759E-06,0.639861003
LeBron James,97,SF,20,37,LAL,56,56,37.2,11.4,21.8,0.524,2.9,8,0.359,8.6,13.8,0.62,0.59,4.5,6,0.756,1.1,7.1,8.2,6.2,1.3,1.1,3.5,2.2,30.3,37436858,4.570522031,14.50526182,6.071910828
Lonzo Ball,79,PG,6,24,CHI,35,35,34.6,4.6,10.9,0.423,3.1,7.4,0.423,1.5,3.5,0.423,0.567,0.6,0.8,0.75,1,4.4,5.4,5.1,1.8,0.9,2.3,2.4,13,8719320,5.24081E-07,-2.63759E-06,0.639861003
Luke Kennard,75,SG,6,25,LAC,70,13,27.4,4.1,9.1,0.449,2.7,6,0.449,1.4,3.1,0.449,0.598,1,1.1,0.896,0.3,3,3.3,2.1,0.6,0.1,0.9,1.4,11.9,3827160,5.24081E-07,-2.63759E-06,0.639861003
Luke Kornet,71,C,6,26,TOT,15,0,6.9,0.9,1.8,0.481,0,0.3,0,0.9,1.5,0.591,0.481,0.3,0.4,0.667,0.9,1.1,1.9,0.6,0.2,0.2,0,0.6,2,2250000,5.24081E-07,-2.63759E-06,0.639861003
Malcolm Brogdon,83,PG,7,29,IND,36,36,33.5,6.8,15.1,0.448,1.6,5.2,0.312,5.1,9.9,0.518,0.501,4,4.6,0.856,0.9,4.2,5.1,5.9,0.8,0.4,2.1,2,19.1,20000000,5.24081E-07,-2.63759E-06,0.639861003
Malik Beasley,77,SG,7,25,MIN,79,18,25,4.2,10.8,0.391,3,8.1,0.377,1.2,2.7,0.432,0.532,0.6,0.8,0.817,0.3,2.5,2.9,1.5,0.5,0.2,0.5,1.1,12.1,2731713,-0.443531715,-2.63759E-06,0
Malik Monk,75,SG,6,23,LAL,76,37,28.1,5.1,10.9,0.473,2.3,5.8,0.391,2.9,5.1,0.568,0.578,1.2,1.5,0.795,0.5,2.9,3.4,2.9,0.8,0.4,1.6,1.8,13.8,4028400,5.24081E-07,-2.63759E-06,0.639861003
Marcus Morris,78,PF,12,32,LAC,54,54,29,5.6,12.8,0.434,1.9,5.1,0.367,3.7,7.7,0.478,0.507,2.4,2.7,0.872,0.5,3.9,4.4,2.1,0.5,0.3,1.3,2.1,15.4,15000000,-0.413194583,-2.63759E-06,0.006583801
Marcus Smart,82,PG,9,27,BOS,71,71,32.3,4.2,10.1,0.418,1.7,5.1,0.331,2.5,5,0.506,0.501,2,2.5,0.793,0.6,3.2,3.8,5.9,1.7,0.3,2.2,2.3,12.1,12553571,-0.460385677,-2.63759E-06,0.0010973
Markelle Fultz,74,PG,6,23,ORL,18,3,20,4.6,9.7,0.474,0.2,0.9,0.235,4.4,8.8,0.5,0.486,1.4,1.7,0.806,0.2,2.5,2.7,5.5,1.1,0.3,2.2,1.2,10.8,9745200,5.24081E-07,-2.63759E-06,0.639861003
Markieff Morris,75,PF,12,32,MIA,17,1,17.5,3.2,6.7,0.474,0.8,2.3,0.333,2.4,4.4,0.547,0.531,0.5,0.5,0.889,1,1.6,2.6,1.4,0.4,0.1,1.2,1.9,7.6,3709887,-0.430048545,-2.63759E-06,0.009875702
Mason Plumlee,77,C,10,31,CHO,73,73,24.6,2.8,4.4,0.641,0,0,0,2.8,4.4,0.645,0.641,0.9,2.3,0.392,2.4,5.3,7.7,3.1,0.8,0.7,1.4,3.1,6.5,14041096,5.24081E-07,-2.63759E-06,0.639861003
Matisse Thybulle,72,SG,4,24,PHI,66,50,25.5,2.3,4.5,0.5,0.7,2.2,0.313,1.6,2.4,0.673,0.575,0.5,0.7,0.791,0.6,1.7,2.3,1.1,1.7,1.1,0.6,2.4,5.7,2582160,5.24081E-07,-2.63759E-06,0.639861003
Matt Thomas,72,SG,6,27,CHI,40,0,11.5,1.4,3.4,0.41,0.9,2.3,0.385,0.5,1.1,0.465,0.541,0.4,0.5,0.8,0.1,1.2,1.3,0.5,0.2,0.1,0.2,0.5,4,898310,5.24081E-07,-2.63759E-06,0.639861003
Maxi Kleber,74,PF,9,30,DAL,59,21,24.6,2.4,6,0.398,1.4,4.3,0.325,1,1.7,0.586,0.516,0.8,1.1,0.708,1.2,4.7,5.9,1.2,0.5,1,0.8,2.3,7,8000000,5.24081E-07,-2.63759E-06,0.639861003
Melvin Frazier,70,SG,5,25,OKC,3,0,40,4.3,16,0.271,0.3,7,0.048,4,9,0.444,0.281,1.7,2.3,0.714,1.7,2.7,4.3,0.3,0.3,0,1,2.7,10.7,1416852,5.24081E-07,-2.63759E-06,0.639861003
Mikal Bridges,75,SF,5,25,PHO,82,82,34.8,5.6,10.5,0.534,1.4,3.8,0.369,4.2,6.7,0.628,0.601,1.6,1.9,0.834,0.9,3.3,4.2,2.3,1.2,0.4,0.8,1.8,14.2,4161000,5.24081E-07,-2.63759E-06,0.639861003
Mike Conley,87,PG,16,34,UTA,72,72,28.6,4.8,11,0.435,2.3,5.8,0.408,2.4,5.2,0.464,0.542,1.8,2.3,0.796,0.7,2.4,3,5.3,1.3,0.3,1.7,2,13.7,32511623,-0.18735149,-0.696389027,0.282554809
