full_name,rating,jersey,team,position,b_day,height,weight,salary,country,draft_year,draft_round,draft_peak,college,version,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TWITTER_FOLLOWER_COUNT_MILLIONS
KZ Okpala,71,#4,Miami Heat,F,4/28/1999,6-8 / 2.03,215 lbs. / 97.5 kg.,898310,USA,2019,2,32,Stanford,NBA2k20,N/A,N/A,N/A
LaMarcus Aldridge,87,#12,San Antonio Spurs,F-C,7/19/1985,6-11 / 2.11,246 lbs. / 111.6 kg.,26000000,USA,2006,1,2,Texas,NBA2k20,195,63,0.669
Landry Shamet,76,#20,Los Angeles Clippers,G,3/13/1997,6-4 / 1.93,180 lbs. / 81.6 kg.,1995120,USA,2018,1,26,Wichita State,NBA2k20,N/A,N/A,N/A
Langston Galloway,72,#9,Detroit Pistons,G,12/9/1991,6-1 / 1.85,202 lbs. / 91.6 kg.,7333333,USA,2014,Undrafted,Undrafted,Saint Joseph's,NBA2k20,14.5,2,N/A
Larry Nance Jr,78,#22,Cleveland Cavaliers,F,1/1/1993,6-7 / 2.01,227 lbs. / 103 kg.,12727273,USA,2015,1,27,Wyoming,NBA2k20,N/A,N/A,N/A
Lauri Markkanen,83,#24,Chicago Bulls,F-C,5/22/1997,7-0 / 2.13,240 lbs. / 108.9 kg.,5300400,Finland,2017,1,7,Arizona,NBA2k20,N/A,N/A,N/A
LeBron James,97,#23,Los Angeles Lakers,F,12/30/1984,6-9 / 2.06,250 lbs. / 113.4 kg.,37436858,USA,2003,1,1,N/A,NBA2k20,5533.5,1501.5,37
LeBron James,97,#6,Los Angeles Lakers,F,12/30/1984,6-9 / 2.06,250 lbs. / 113.4 kg.,39219566,USA,2003,1,1,N/A,NBA2k21,5533.5,1501.5,37
LeBron James,96,#6,Los Angeles Lakers,F,12/30/1984,6-9 / 2.06,250 lbs. / 113.4 kg.,41180544,USA,2003,1,1,N/A,NBA2k22,5533.5,1501.5,37
Lonnie Walker,73,#1,San Antonio Spurs,G,12/14/1998,6-5 / 1.96,204 lbs. / 92.5 kg.,2764200,USA,2018,1,18,Miami (Florida),NBA2k20,N/A,N/A,N/A
Lonzo Ball,79,#2,New Orleans Pelicans,G,10/27/1997,6-6 / 1.98,190 lbs. / 86.2 kg.,8719320,USA,2017,1,2,UCLA,NBA2k20,N/A,N/A,N/A
Louis Williams,84,#23,Los Angeles Clippers,G,10/27/1986,6-1 / 1.85,175 lbs. / 79.4 kg.,8000000,USA,2005,2,45,N/A,NBA2k20,N/A,N/A,N/A
Luka Doncic,87,#77,Dallas Mavericks,G-F,2/28/1999,6-7 / 2.01,227 lbs. / 103 kg.,7683360,Slovenia,2018,1,3,N/A,NBA2k20,N/A,N/A,N/A
Luka Doncic,94,#77,Dallas Mavericks,G-F,2/28/1999,6-7 / 2.01,227 lbs. / 103 kg.,8049360,Slovenia,2018,1,3,N/A,NBA2k21,N/A,N/A,N/A
Luka Doncic,94,#77,Dallas Mavericks,G-F,2/28/1999,6-7 / 2.01,227 lbs. / 103 kg.,10174391,Slovenia,2018,1,3,N/A,NBA2k22,N/A,N/A,N/A
Luka Samanic,72,#19,San Antonio Spurs,F,1/9/2000,6-10 / 2.08,209 lbs. / 94.8 kg.,2689920,Croatia,2019,1,19,N/A,NBA2k20,N/A,N/A,N/A
Luke Kennard,75,#5,Detroit Pistons,G,6/24/1996,6-5 / 1.96,196 lbs. / 88.9 kg.,3827160,USA,2017,1,12,Duke,NBA2k20,N/A,N/A,N/A
Luke Kornet,71,#2,Chicago Bulls,C,7/15/1995,7-2 / 2.18,240 lbs. / 108.9 kg.,2250000,USA,2017,Undrafted,Undrafted,Vanderbilt,NBA2k20,N/A,N/A,N/A
Malcolm Brogdon,83,#7,Indiana Pacers,G,12/11/1992,6-5 / 1.96,223 lbs. / 101.2 kg.,20000000,USA,2016,2,36,Virginia,NBA2k20,N/A,N/A,N/A
Malcolm Miller,69,#13,Toronto Raptors,F,3/6/1993,6-7 / 2.01,205 lbs. / 93 kg.,1588231,USA,2015,Undrafted,Undrafted,Holy Cross,NBA2k20,N/A,N/A,N/A
Malik Beasley,77,#0,Minnesota Timberwolves,G,11/26/1996,6-4 / 1.93,198 lbs. / 89.8 kg.,2731713,USA,2016,1,19,Florida State,NBA2k20,0,14,N/A
Malik Monk,75,#1,Charlotte Hornets,G,2/4/1998,6-3 / 1.91,197 lbs. / 89.4 kg.,4028400,USA,2017,1,11,Kentucky,NBA2k20,N/A,N/A,N/A
Marc Gasol,82,#33,Toronto Raptors,C,1/29/1985,6-11 / 2.11,265 lbs. / 120.2 kg.,25595700,Spain,2007,2,48,N/A,NBA2k20,0,75.5,1.1
Marco Belinelli,75,#18,San Antonio Spurs,G,3/25/1986,6-5 / 1.96,200 lbs. / 90.7 kg.,5846154,Italy,2007,1,18,N/A,NBA2k20,0,15,N/A
Marcus Morris,78,#0,Los Angeles Clippers,F,9/2/1989,6-8 / 2.03,235 lbs. / 106.6 kg.,15000000,USA,2011,1,14,Kansas,NBA2k20,6,23,N/A
Marcus Smart,82,#36,Boston Celtics,G,3/6/1994,6-3 / 1.91,227 lbs. / 103 kg.,12553571,USA,2014,1,6,Oklahoma State,NBA2k20,1,9,N/A
Mario Hezonja,75,#44,Portland Trail Blazers,F-G,2/25/1995,6-8 / 2.03,201 lbs. / 91.2 kg.,1737145,Croatia,2015,1,5,N/A,NBA2k20,272,207,N/A
Markelle Fultz,74,#20,Orlando Magic,G,5/29/1998,6-3 / 1.91,195 lbs. / 88.5 kg.,9745200,USA,2017,1,1,Washington,NBA2k20,N/A,N/A,N/A
Markieff Morris,75,#88,Los Angeles Lakers,F,9/2/1989,6-8 / 2.03,245 lbs. / 111.1 kg.,3709887,USA,2011,1,13,Kansas,NBA2k20,9,18,N/A
Marvin Bagley,83,#35,Sacramento Kings,F,3/14/1999,6-11 / 2.11,235 lbs. / 106.6 kg.,8556120,USA,2018,1,2,Duke,NBA2k20,N/A,N/A,N/A
Marvin Williams,76,#2,Milwaukee Bucks,F,6/19/1986,6-8 / 2.03,240 lbs. / 108.9 kg.,14654179,USA,2005,1,2,North Carolina,NBA2k20,N/A,N/A,N/A
Mason Plumlee,77,#24,Denver Nuggets,C-F,3/5/1990,6-11 / 2.11,238 lbs. / 108 kg.,14041096,USA,2013,1,22,Duke,NBA2k20,N/A,N/A,N/A
Matisse Thybulle,72,#22,Philadelphia 76ers,G-F,3/4/1997,6-5 / 1.96,201 lbs. / 91.2 kg.,2582160,USA,2019,1,20,Washington,NBA2k20,N/A,N/A,N/A
Matt Thomas,72,#21,Toronto Raptors,G,8/4/1994,6-4 / 1.93,197 lbs. / 89.4 kg.,898310,USA,2017,Undrafted,Undrafted,Iowa State,NBA2k20,N/A,N/A,N/A
Matthew Dellavedova,73,#18,Cleveland Cavaliers,G,9/8/1990,6-3 / 1.91,190 lbs. / 86.2 kg.,9607500,Australia,2013,Undrafted,Undrafted,Saint Mary's,NBA2k20,175,30,N/A
Maxi Kleber,74,#42,Dallas Mavericks,F-C,1/29/1992,6-10 / 2.08,211 lbs. / 95.7 kg.,8000000,Germany,2014,Undrafted,Undrafted,N/A,NBA2k20,N/A,N/A,N/A
Melvin Frazier,70,#35,Orlando Magic,F,8/30/1996,6-5 / 1.96,201 lbs. / 91.2 kg.,1416852,USA,2018,2,35,Tulane,NBA2k20,N/A,N/A,N/A
Meyers Leonard,76,#0,Miami Heat,C,2/27/1992,7-0 / 2.13,245 lbs. / 111.1 kg.,11286515,USA,2012,1,11,Illinois,NBA2k20,149,31,N/A
Michael Beasley,76,#0,Free agent,F,1/9/1989,6-10 / 2.08,235 lbs. / 106.6 kg.,3500000,USA,2008,1,2,Kansas State,NBA2k20,8,5,0.064
Michael Carter-Williams,72,#7,Orlando Magic,G,10/10/1991,6-5 / 1.96,184 lbs. / 83.5 kg.,2028594,USA,2013,1,11,Syracuse,NBA2k20,0,5,N/A
Michael Frazier,68,#21,Houston Rockets,G,3/8/1994,6-3 / 1.91,200 lbs. / 90.7 kg.,79568,USA,2015,2,60,Florida,NBA2k20,N/A,N/A,N/A
Michael Kidd-Gilchrist,76,#0,Dallas Mavericks,F,9/26/1993,6-6 / 1.98,232 lbs. / 105.2 kg.,12784359,USA,2012,1,2,Kentucky,NBA2k20,29,11,N/A
Michael Porter,76,#1,Denver Nuggets,F,6/29/1998,6-10 / 2.08,215 lbs. / 97.5 kg.,3389400,USA,2018,1,14,Missouri,NBA2k20,N/A,N/A,N/A
Mikal Bridges,75,#25,Phoenix Suns,F-G,8/30/1996,6-6 / 1.98,209 lbs. / 94.8 kg.,4161000,USA,2018,1,10,Villanova,NBA2k20,N/A,N/A,N/A
Mike Conley,87,#10,Utah Jazz,G,10/11/1987,6-1 / 1.85,185 lbs. / 83.9 kg.,32511623,USA,2007,1,4,Ohio State,NBA2k20,257.5,90,0.342
Mike Muscala,73,#33,Oklahoma City Thunder,F-C,7/1/1991,6-10 / 2.08,230 lbs. / 104.3 kg.,2028594,USA,2013,2,44,Bucknell,NBA2k20,N/A,N/A,N/A
Mike Scott,75,#1,Philadelphia 76ers,F,7/16/1988,6-7 / 2.01,237 lbs. / 107.5 kg.,4767000,USA,2012,2,43,Virginia,NBA2k20,2,1,N/A
Miles Bridges,76,#0,Charlotte Hornets,F,3/21/1998,6-6 / 1.98,225 lbs. / 102.1 kg.,3755400,USA,2018,1,12,Michigan State,NBA2k20,N/A,N/A,N/A
Miles Plumlee,70,#0,Free agent,F-C,9/1/1988,6-11 / 2.11,255 lbs. / 115.7 kg.,12500000,USA,2012,1,26,Duke,NBA2k20,11,3,N/A
Mitchell Robinson,79,#23,New York Knicks,C,4/1/1998,7-0 / 2.13,223 lbs. / 101.2 kg.,1559712,USA,2018,2,36,N/A,NBA2k20,N/A,N/A,N/A
Miye Oni,69,#24,Utah Jazz,F,8/4/1997,6-5 / 1.96,210 lbs. / 95.3 kg.,898310,USA,2019,2,58,Yale,NBA2k20,N/A,N/A,N/A
Mo Bamba,77,#5,Orlando Magic,C,5/12/1998,7-0 / 2.13,225 lbs. / 102.1 kg.,5697600,USA,2018,1,6,Texas,NBA2k20,N/A,N/A,N/A
Moe Harkless,74,#0,New York Knicks,F,5/11/1993,6-7 / 2.01,208 lbs. / 94.3 kg.,11011234,USA,2012,1,15,St. John's,NBA2k20,N/A,N/A,N/A
Monte Morris,77,#11,Denver Nuggets,G,6/27/1995,6-2 / 1.88,175 lbs. / 79.4 kg.,1588231,USA,2017,2,51,Iowa State,NBA2k20,N/A,N/A,N/A
Montrezl Harrell,83,#5,Los Angeles Clippers,F,1/26/1994,6-7 / 2.01,253 lbs. / 114.8 kg.,6000000,USA,2015,2,32,Louisville,NBA2k20,11,4,N/A
Moritz Wagner,71,#21,Washington Wizards,F,4/26/1997,6-11 / 2.11,240 lbs. / 108.9 kg.,2063520,Germany,2018,1,25,Michigan,NBA2k20,N/A,N/A,N/A
Myles Turner,82,#33,Indiana Pacers,F-C,3/24/1996,6-11 / 2.11,239 lbs. / 108.4 kg.,18000000,USA,2015,1,11,Texas,NBA2k20,53,31,N/A
Nassir Little,73,#9,Portland Trail Blazers,F,2/11/2000,6-5 / 1.96,220 lbs. / 99.8 kg.,2105520,USA,2019,1,25,North Carolina,NBA2k20,N/A,N/A,N/A
Naz Reid,70,#11,Minnesota Timberwolves,C,8/26/1999,6-9 / 2.06,249 lbs. / 112.9 kg.,898310,USA,2019,Undrafted,Undrafted,LSU,NBA2k20,N/A,N/A,N/A
Nemanja Bjelica,77,#88,Sacramento Kings,F-G,5/9/1988,6-10 / 2.08,224 lbs. / 101.6 kg.,6825000,Serbia,2010,2,35,N/A,NBA2k20,N/A,N/A,N/A
Nerlens Noel,77,#9,Oklahoma City Thunder,F-C,4/10/1994,6-10 / 2.08,206 lbs. / 93.4 kg.,1882867,USA,2013,1,6,Kentucky,NBA2k20,105,64,0.245
Nickeil Alexander-Walker,72,#0,New Orleans Pelicans,G,9/2/1998,6-5 / 1.96,205 lbs. / 93 kg.,2964840,Canada,2019,1,17,Virginia Tech,NBA2k20,N/A,N/A,N/A
Nicolas Batum,77,#5,Charlotte Hornets,F-G,12/14/1988,6-9 / 2.06,210 lbs. / 95.3 kg.,25565217,France,2008,1,25,N/A,NBA2k20,114.5,66,0.912
Nicolas Claxton,72,#0,Brooklyn Nets,C,4/17/1990,6-11 / 2.11,215 lbs. / 97.5 kg.,898310,USA,2019,2,31,Georgia,NBA2k20,N/A,N/A,N/A
Nicolo Melli,73,#20,New Orleans Pelicans,F,1/26/1991,6-9 / 2.06,236 lbs. / 107 kg.,4102564,Italy,2013,Undrafted,Undrafted,N/A,NBA2k20,N/A,N/A,N/A
Nikola Jokic,90,#15,Denver Nuggets,C,2/19/1995,7-0 / 2.13,253 lbs. / 114.8 kg.,27504630,Serbia,2014,2,41,N/A,NBA2k20,0,1,0.009
Nikola Jokic,95,#15,Denver Nuggets,C,2/19/1995,7-0 / 2.13,253 lbs. / 114.8 kg.,31044906,Serbia,2014,2,41,N/A,NBA2k22,0,1,0.009
Nikola Jokic,90,#15,Denver Nuggets,C,2/19/1995,7-0 / 2.13,253 lbs. / 114.8 kg.,29542010,Serbia,2014,2,41,N/A,NBA2k21,0,1,0.009
Nikola Vucevic,86,#9,Orlando Magic,C,10/24/1990,6-11 / 2.11,240 lbs. / 108.9 kg.,28000000,Montenegro,2011,1,16,USC,NBA2k20,5.5,35.5,0.038
Noah Vonleh,75,#0,Denver Nuggets,F,8/24/1995,6-10 / 2.08,247 lbs. / 112 kg.,2000000,USA,2014,1,9,Indiana,NBA2k20,23.5,12,N/A
Norman Powell,74,#24,Toronto Raptors,G,5/25/1993,6-3 / 1.91,215 lbs. / 97.5 kg.,10116576,USA,2015,2,46,UCLA,NBA2k20,49,18,N/A
OG Anunoby,73,#3,Toronto Raptors,F-G,7/17/1997,6-7 / 2.01,232 lbs. / 105.2 kg.,2281800,United Kingdom,2017,1,23,Indiana,NBA2k20,N/A,N/A,N/A
Omari Spellman,73,#0,Minnesota Timberwolves,F,7/21/1997,6-8 / 2.03,245 lbs. / 111.1 kg.,1897800,USA,2018,1,30,Villanova,NBA2k20,N/A,N/A,N/A
Otto Porter,80,#22,Chicago Bulls,F,6/3/1993,6-8 / 2.03,198 lbs. / 89.8 kg.,27250576,USA,2013,1,2,Georgetown,NBA2k20,N/A,N/A,N/A
Pascal Siakam,87,#43,Toronto Raptors,F,4/2/1994,6-9 / 2.06,227 lbs. / 103 kg.,2351838,Cameroon,2016,1,27,New Mexico State,NBA2k20,N/A,N/A,N/A
Pascal Siakam,88,#43,Toronto Raptors,F,4/2/1994,6-9 / 2.06,227 lbs. / 103 kg.,30559200,Cameroon,2016,1,27,New Mexico State,NBA2k21,N/A,N/A,N/A
Pat Connaughton,74,#24,Milwaukee Bucks,G,1/6/1993,6-5 / 1.96,215 lbs. / 97.5 kg.,1723050,USA,2015,2,41,Notre Dame,NBA2k20,N/A,N/A,N/A
Patrick Beverley,79,#21,Los Angeles Clippers,G,7/12/1988,6-1 / 1.85,180 lbs. / 81.6 kg.,12345680,USA,2009,2,42,Arkansas,NBA2k20,214.5,51,N/A
Patrick McCaw,72,#22,Toronto Raptors,G,10/25/1995,6-7 / 2.01,181 lbs. / 82.1 kg.,4000000,USA,2016,2,38,UNLV,NBA2k20,N/A,N/A,N/A
Patrick Mills,75,#8,San Antonio Spurs,G,8/11/1988,6-1 / 1.85,185 lbs. / 83.9 kg.,12678571,Australia,2009,2,55,Saint Mary's,NBA2k20,N/A,N/A,N/A
Pau Gasol,75,#0,Free agent,C,7/6/1980,7-1 / 2.16,250 lbs. / 113.4 kg.,5538540,Spain,2001,1,3,N/A,NBA2k20,882.5,148.5,6.38
Paul George,93,#13,Los Angeles Clippers,F,5/2/1990,6-8 / 2.03,210 lbs. / 95.3 kg.,33005556,USA,2010,1,10,Fresno State,NBA2k20,228.5,128,1.7
Paul George,90,#13,Los Angeles Clippers,F,5/2/1990,6-8 / 2.03,210 lbs. / 95.3 kg.,35450412,USA,2010,1,10,Fresno State,NBA2k21,228.5,128,1.7
Paul Millsap,82,#4,Denver Nuggets,F-C,2/10/1985,6-7 / 2.01,250 lbs. / 113.4 kg.,30350000,USA,2017,2,47,Louisiana Tech,NBA2k20,60,32,0.065
PJ Tucker,79,#17,Houston Rockets,F,5/5/1985,6-5 / 1.96,225 lbs. / 102.1 kg.,8349039,USA,2006,2,35,Texas,NBA2k20,N/A,N/A,N/A
PJ Washington,72,#25,Charlotte Hornets,F,8/23/1998,6-7 / 2.01,225 lbs. / 102.1 kg.,3831840,USA,2019,1,12,Kentucky,NBA2k20,N/A,N/A,N/A
Quinn Cook,74,#2,Los Angeles Lakers,G,3/23/1993,6-1 / 1.85,180 lbs. / 81.6 kg.,3000000,USA,2015,Undrafted,Undrafted,Duke,NBA2k20,N/A,N/A,N/A
Rajon Rondo,76,#9,Los Angeles Lakers,G,2/22/1986,6-1 / 1.85,186 lbs. / 84.4 kg.,2564753,USA,2006,1,21,Kentucky,NBA2k20,185.5,74,N/A
Raul Neto,72,#19,Philadelphia 76ers,G,5/19/1992,6-1 / 1.85,170 lbs. / 77.1 kg.,1737145,Brazil,2013,2,47,N/A,NBA2k20,N/A,N/A,N/A
Reggie Bullock,74,#25,New York Knicks,G,3/16/1991,6-6 / 1.98,200 lbs. / 90.7 kg.,4000000,USA,2013,1,25,North Carolina,NBA2k20,20,13,N/A
Reggie Jackson,80,#0,Los Angeles Clippers,G,4/16/1990,6-3 / 1.91,208 lbs. / 94.3 kg.,17799677,USA,2011,1,24,Boston College,NBA2k20,37,9.5,N/A
Richaun Holmes,75,#22,Sacramento Kings,F,10/15/1993,6-10 / 2.08,243 lbs. / 110.2 kg.,4767000,USA,2015,2,37,Bowling Green,NBA2k20,25,4,0.01
Ricky Rubio,78,#11,Phoenix Suns,G,10/21/1990,6-3 / 1.91,180 lbs. / 81.6 kg.,16200000,Spain,2009,1,5,N/A,NBA2k20,262.5,76,2.23
RJ Barrett,78,#9,New York Knicks,G,6/14/2000,6-6 / 1.98,202 lbs. / 91.6 kg.,7839960,Canada,2019,1,3,Duke,NBA2k20,N/A,N/A,N/A
Robert Covington,80,#33,Houston Rockets,F,12/14/1990,6-7 / 2.01,209 lbs. / 94.8 kg.,11301219,USA,2013,Undrafted,Undrafted,Tennessee State,NBA2k20,38,15,N/A
Robert Williams,74,#44,Boston Celtics,F-C,10/17/1997,6-8 / 2.03,237 lbs. / 107.5 kg.,1937520,USA,2018,1,27,Texas A&M,NBA2k20,N/A,N/A,N/A
Robin Lopez,75,#42,Milwaukee Bucks,C,4/1/1988,7-0 / 2.13,255 lbs. / 115.7 kg.,4767000,USA,2008,1,15,Stanford,NBA2k20,N/A,N/A,N/A
Rodions Kurucs,75,#0,Brooklyn Nets,F,2/5/1998,6-9 / 2.06,215 lbs. / 97.5 kg.,1699236,Latvia,2018,2,40,N/A,NBA2k20,N/A,N/A,N/A
Rodney Hood,76,#5,Portland Trail Blazers,F,10/20/1992,6-8 / 2.03,208 lbs. / 94.3 kg.,5718000,USA,2014,1,23,Duke,NBA2k20,N/A,N/A,N/A
Rodney McGruder,72,#19,Los Angeles Clippers,G,7/29/1991,6-4 / 1.93,205 lbs. / 93 kg.,4807693,USA,2013,Undrafted,Undrafted,Kansas State,NBA2k20,N/A,N/A,N/A
Romeo Langford,72,#45,Boston Celtics,G,10/25/1999,6-4 / 1.93,216 lbs. / 98 kg.,3458400,USA,2019,1,14,Indiana,NBA2k20,N/A,N/A,N/A
Rondae Hollis-Jefferson,75,#4,Toronto Raptors,F,1/3/1995,6-6 / 1.98,211 lbs. / 95.7 kg.,2500000,USA,2015,1,23,Arizona,NBA2k20,N/A,N/A,N/A
Royce O'Neale,73,#23,Utah Jazz,F,6/5/1993,6-4 / 1.93,226 lbs. / 102.5 kg.,1618520,USA,2015,Undrafted,Undrafted,Baylor,NBA2k20,N/A,N/A,N/A
Rudy Gay,81,#22,San Antonio Spurs,F,8/17/1986,6-8 / 2.03,230 lbs. / 104.3 kg.,14500000,USA,2006,1,8,UConn,NBA2k20,N/A,N/A,0
Rudy Gobert,88,#27,Utah Jazz,C,6/26/1992,7-1 / 2.16,238 lbs. / 108 kg.,25258427,France,2013,1,27,N/A,NBA2k20,731,225.5,0.195
Rudy Gobert,87,#27,Utah Jazz,C,6/26/1992,7-1 / 2.16,238 lbs. / 108 kg.,27525281,France,2013,1,27,N/A,NBA2k21,731,225.5,0.195
Rui Hachimura,74,#8,Washington Wizards,F,2/8/1998,6-8 / 2.03,225 lbs. / 102.1 kg.,4469160,Japan,2019,1,9,Gonzaga,NBA2k20,N/A,N/A,N/A
Russell Westbrook,90,#0,Houston Rockets,G,11/12/1988,6-3 / 1.91,190 lbs. / 86.2 kg.,38506482,USA,2008,1,4,UCLA,NBA2k20,2130.5,559,4.5
Russell Westbrook,88,#0,Houston Rockets,G,11/12/1988,6-3 / 1.91,190 lbs. / 86.2 kg.,41358814,USA,2008,1,4,UCLA,NBA2k21,2130.5,559,4.5
Ryan Arcidiacono,72,#51,Chicago Bulls,G,3/26/1994,6-3 / 1.91,195 lbs. / 88.5 kg.,3000000,Italy,2016,Undrafted,Undrafted,Villanova,NBA2k20,N/A,N/A,N/A
Ryan Broekhoff,72,#0,Philadelphia 76ers,F,8/23/1990,6-6 / 1.98,215 lbs. / 97.5 kg.,2833704,Australia,2013,Undrafted,Undrafted,Valparaiso,NBA2k20,N/A,N/A,N/A
Sekou Doumbouya,73,#45,Detroit Pistons,F,12/23/2000,6-8 / 2.03,209 lbs. / 94.8 kg.,3285120,France,2019,1,15,N/A,NBA2k20,N/A,N/A,N/A
Semi Ojeleye,73,#37,Boston Celtics,F,12/5/1994,6-6 / 1.98,235 lbs. / 106.6 kg.,1618520,USA,2017,2,37,SMU,NBA2k20,N/A,N/A,N/A
Serge Ibaka,81,#9,Toronto Raptors,F,9/18/1989,7-0 / 2.13,240 lbs. / 108.9 kg.,23271604,Spain,2008,1,24,N/A,NBA2k20,N/A,N/A,N/A
Seth Curry,74,#30,Dallas Mavericks,G,8/23/1990,6-2 / 1.88,180 lbs. / 81.6 kg.,7461380,USA,2013,Undrafted,Undrafted,Duke,NBA2k20,30.5,35,N/A
Shabazz Napier,75,#0,Washington Wizards,G,7/14/1991,6-0 / 1.83,175 lbs. / 79.4 kg.,1845301,USA,2014,1,24,UConn,NBA2k20,159,72,N/A
Shai Gilgeous-Alexander,79,#2,Oklahoma City Thunder,G,7/12/1998,6-5 / 1.96,180 lbs. / 81.6 kg.,3952920,Canada,2018,1,11,Kentucky,NBA2k20,N/A,N/A,N/A
Shake Milton,71,#18,Philadelphia 76ers,C,9/26/1996,6-5 / 1.96,205 lbs. / 93 kg.,1445697,USA,2018,2,54,SMU,NBA2k20,N/A,N/A,N/A
Shaquille Harrison,73,#3,Chicago Bulls,G,10/6/1993,6-7 / 2.01,190 lbs. / 86.2 kg.,1620564,USA,2016,Undrafted,Undrafted,Tulsa,NBA2k20,N/A,N/A,N/A
Skal Labissiere,70,#0,Atlanta Hawks,C-F,3/18/1996,6-10 / 2.08,216 lbs. / 98 kg.,2338846,Haiti,2016,1,28,Kentucky,NBA2k20,N/A,N/A,N/A
Solomon Hill,70,#44,Miami Heat,F,3/18/1991,6-6 / 1.98,226 lbs. / 102.5 kg.,13290395,USA,2013,1,23,Arizona,NBA2k20,N/A,N/A,N/A
Spencer Dinwiddie,82,#8,Brooklyn Nets,G,4/6/1993,6-5 / 1.96,205 lbs. / 93 kg.,10605600,USA,2014,2,38,Colorado,NBA2k20,0,7,N/A
Stanley Johnson,73,#5,Toronto Raptors,F,5/29/1996,6-6 / 1.98,242 lbs. / 109.8 kg.,3623000,USA,2015,1,8,Arizona,NBA2k20,0,19,N/A
Stephen Curry,95,#30,Golden State Warriors,G,3/14/1988,6-3 / 1.91,185 lbs. / 83.9 kg.,40231758,USA,2009,1,7,Davidson,NBA2k20,12278,2893,9.56
Stephen Curry,95,#30,Golden State Warriors,G,3/14/1988,6-3 / 1.91,185 lbs. / 83.9 kg.,43006362,USA,2009,1,7,Davidson,NBA2k21,12278,2893,9.56
Stephen Curry,96,#30,Golden State Warriors,G,3/14/1988,6-3 / 1.91,185 lbs. / 83.9 kg.,45780966,USA,2009,1,7,Davidson,NBA2k22,12278,2893,9.56
Sterling Brown,73,#23,Milwaukee Bucks,G,2/10/1995,6-5 / 1.96,230 lbs. / 104.3 kg.,1618520,USA,2017,2,46,SMU,NBA2k20,N/A,N/A,N/A
Steven Adams,82,#12,Oklahoma City Thunder,C,7/20/1993,6-11 / 2.11,255 lbs. / 115.7 kg.,25842697,New Zealand,2013,1,12,Pittsburgh,NBA2k20,36,99,N/A
Sviatoslav Mykhailiuk,70,#19,Detroit Pistons,G,6/10/1997,6-7 / 2.01,205 lbs. / 93 kg.,1416852,Ukraine,2018,2,47,Kansas,NBA2k20,N/A,N/A,N/A
Taj Gibson,77,#67,New York Knicks,F,6/24/1985,6-9 / 2.06,225 lbs. / 102.1 kg.,9000000,USA,2009,1,26,USC,NBA2k20,52,17,N/A
Talen Horton-Tucker,70,#5,Los Angeles Lakers,G,11/20/2000,6-4 / 1.93,234 lbs. / 106.1 kg.,898310,USA,2019,2,46,Iowa State,NBA2k20,N/A,N/A,N/A
Taurean Prince,77,#2,Brooklyn Nets,F,3/22/1994,6-7 / 2.01,220 lbs. / 99.8 kg.,3481985,USA,2016,1,12,Baylor,NBA2k20,N/A,N/A,N/A
Terance Mann,69,#14,Los Angeles Clippers,G,10/18/1996,6-5 / 1.96,215 lbs. / 97.5 kg.,1000000,USA,2019,2,48,Florida State,NBA2k20,N/A,N/A,N/A
Terrance Ferguson,71,#23,Oklahoma City Thunder,G,5/17/1998,6-6 / 1.98,184 lbs. / 83.5 kg.,2475840,USA,2017,1,21,N/A,NBA2k20,N/A,N/A,N/A
Terrence Ross,79,#8,Orlando Magic,G,2/5/1991,6-6 / 1.98,206 lbs. / 93.4 kg.,12500000,USA,2012,1,8,Washington,NBA2k20,0,0,N/A
Terry Rozier,78,#3,Charlotte Hornets,G,3/17/1994,6-1 / 1.85,190 lbs. / 86.2 kg.,19894737,USA,2015,1,16,Louisville,NBA2k20,2,6,N/A
Thaddeus Young,79,#21,Chicago Bulls,F,6/21/1988,6-8 / 2.03,220 lbs. / 99.8 kg.,12900000,USA,2007,1,12,Georgia Tech,NBA2k20,0,1.5,N/A
Thanasis Antetokounmpo,70,#43,Milwaukee Bucks,F,7/18/1992,6-6 / 1.98,215 lbs. / 97.5 kg.,1445697,Greece,2014,2,51,N/A,NBA2k20,N/A,N/A,N/A
Theo Pinson,69,#0,New York Knicks,G,11/5/1995,6-5 / 1.96,220 lbs. / 99.8 kg.,1445697,USA,2018,Undrafted,Undrafted,North Carolina,NBA2k20,N/A,N/A,N/A
Thomas Bryant,78,#13,Washington Wizards,F-C,7/31/1997,6-10 / 2.08,241 lbs. / 109.3 kg.,8000000,USA,2017,2,42,Indiana,NBA2k20,N/A,N/A,N/A
Thon Maker,72,#7,Detroit Pistons,F-C,2/25/1997,7-0 / 2.13,216 lbs. / 98 kg.,3569643,Australia,2016,1,10,N/A,NBA2k20,0,39.5,N/A
Tim Frazier,72,#0,Free agent,G,11/1/1990,6-0 / 1.83,170 lbs. / 77.1 kg.,1620564,USA,2014,Undrafted,Undrafted,Penn State,NBA2k20,N/A,N/A,N/A
Tim Hardaway Jr,77,#11,Dallas Mavericks,G,3/16/1992,6-5 / 1.96,199 lbs. / 90.3 kg.,20025127,USA,2013,1,24,Michigan,NBA2k20,N/A,N/A,N/A
