rating,height,weight,salary,draft_year,draft_round,draft_peak,TWITTER_FAVORITE_COUNT,TWITTER_RETWEET_COUNT,TWITTER_FOLLOWER_COUNT_MILLIONS,Experience,Age,bmi,team_salary,position_C,position_C-F,position_F,position_F-C,position_F-G,position_G,position_G-F,country_USA,country_not USA
77,1.88,79.4,0.033636529785966034,2017,2,51,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,22.464916251697606,6,0,0,0,0,0,1,0,1,0
83,2.01,114.8,0.13010877574726937,2015,2,32,11.0,4.0,2.850071428571429,8.0,29.0,28.415138239152505,6,0,0,1,0,0,0,0,1,0
71,2.11,108.9,0.04402968439372131,2018,1,25,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,24.460367017811823,6,0,0,1,0,0,0,0,0,1
82,2.11,108.4,0.3925130293552076,2015,1,11,53.0,31.0,2.850071428571429,8.0,27.0,24.34806046584758,2,0,0,0,1,0,0,0,1,0
73,1.96,99.8,0.0449480992813491,2019,1,25,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,25.978758850478968,6,0,0,1,0,0,0,0,1,0
70,2.06,112.9,0.018550012698179175,2019,0,0,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,26.604769535300218,6,1,0,0,0,0,0,0,1,0
77,2.08,101.6,0.14814906818281512,2010,2,35,583.257281553398,198.99757281553397,2.850071428571429,13.0,35.0,23.483727810650883,3,0,0,0,0,1,0,0,0,1
77,2.08,93.4,0.04007934142480174,2013,1,6,105.0,64.0,0.245,10.0,29.0,21.588387573964496,6,0,0,0,1,0,0,0,1,0
72,1.96,93.0,0.06373886788221354,2019,1,17,583.257281553398,198.99757281553397,2.850071428571429,4.0,25.0,24.20866305705956,3,0,0,0,0,0,1,0,0,1
77,2.06,95.3,0.5579417893774647,2008,1,25,114.5,66.0,0.912,15.0,35.0,22.457347535111698,5,0,0,0,0,1,0,0,0,1
72,2.11,97.5,0.018550012698179175,2019,2,31,583.257281553398,198.99757281553397,2.850071428571429,4.0,33.0,21.899777633027114,6,1,0,0,0,0,0,0,1,0
73,2.06,107.0,0.0886175026348667,2013,0,0,583.257281553398,198.99757281553397,2.850071428571429,10.0,32.0,25.21444056932793,3,0,0,1,0,0,0,0,0,1
90,2.13,114.8,0.600350974436009,2014,2,41,0.0,1.0,0.009,9.0,28.0,25.303621415503983,6,1,0,0,0,0,0,0,0,1
95,2.13,114.8,0.6777662645481839,2014,2,41,0.0,1.0,0.009,9.0,28.0,25.303621415503983,6,1,0,0,0,0,0,0,0,1
90,2.13,114.8,0.6449024059539875,2014,2,41,0.0,1.0,0.009,9.0,28.0,25.303621415503983,6,1,0,0,0,0,0,0,0,1
86,2.11,108.9,0.6111832406951562,2011,1,16,5.5,35.5,0.038,12.0,33.0,24.460367017811823,4,1,0,0,0,0,0,0,0,1
75,2.08,112.0,0.04264069121128996,2014,1,9,23.5,12.0,2.850071428571429,9.0,28.0,25.88757396449704,6,0,0,1,0,0,0,0,1,0
74,1.91,97.5,0.22012603013896534,2015,2,46,49.0,18.0,2.850071428571429,8.0,30.0,26.72624105698857,6,0,0,0,0,0,1,0,1,0
73,2.01,105.2,0.048802817766849714,2017,1,23,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,26.038959431697243,6,0,0,0,0,1,0,0,0,1
73,2.03,111.1,0.040405881651395685,2018,1,30,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,26.960130068674324,6,0,0,1,0,0,0,0,1,0
80,2.03,89.8,0.5947955702488331,2013,1,2,583.257281553398,198.99757281553397,2.850071428571429,10.0,30.0,21.791356257128303,2,0,0,1,0,0,0,0,1,0
87,2.06,103.0,0.05033434019303244,2016,1,27,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,24.271844660194176,6,0,0,1,0,0,0,0,0,1
88,2.06,103.0,0.6671453211812758,2016,1,27,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,24.271844660194176,6,0,0,1,0,0,0,0,0,1
74,1.96,97.5,0.036584619708230084,2015,2,41,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,25.380049979175347,6,0,0,0,0,0,1,0,1,0
79,1.85,81.6,0.26886989441683784,2009,2,42,214.5,51.0,2.850071428571429,14.0,35.0,23.842220598977352,6,0,0,0,0,0,1,0,1,0
72,2.01,82.1,0.08637473347927965,2016,2,38,583.257281553398,198.99757281553397,2.850071428571429,7.0,28.0,20.321279176258017,6,0,0,0,0,0,1,0,1,0
75,1.85,83.9,0.2761492289491545,2009,2,55,583.257281553398,198.99757281553397,2.850071428571429,14.0,35.0,24.514243973703433,3,0,0,0,0,0,1,0,0,1
75,2.16,113.4,0.1200180201747761,2001,1,3,882.5,148.5,6.38,22.0,43.0,24.305555555555554,1,1,0,0,0,0,0,0,0,1
93,2.03,95.3,0.7206398395345509,2010,1,10,228.5,128.0,1.7,13.0,33.0,23.12601616151812,6,0,0,1,0,0,0,0,1,0
90,2.03,95.3,0.774101557356125,2010,1,10,228.5,128.0,1.7,13.0,33.0,23.12601616151812,6,0,0,1,0,0,0,0,1,0
82,2.01,113.4,0.662570740360044,2017,2,47,60.0,32.0,0.065,6.0,38.0,28.06861216306528,6,0,0,0,1,0,0,0,1,0
79,1.96,102.1,0.1814752612048475,2006,2,35,583.257281553398,198.99757281553397,2.850071428571429,17.0,38.0,26.57746772178259,6,0,0,1,0,0,0,0,1,0
72,2.01,102.1,0.08269757520538708,2019,1,12,583.257281553398,198.99757281553397,2.850071428571429,4.0,25.0,25.271651691789813,5,0,0,1,0,0,0,0,1,0
74,1.85,81.6,0.06450771234528481,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,23.842220598977352,6,0,0,0,0,0,1,0,1,0
76,1.85,84.4,0.05499015699777696,2006,1,21,185.5,74.0,2.850071428571429,17.0,37.0,24.660336011687363,6,0,0,0,0,0,1,0,1,0
72,1.85,77.1,0.03689283537111374,2013,2,47,583.257281553398,198.99757281553397,2.850071428571429,10.0,31.0,22.52739225712198,6,0,0,0,0,0,1,0,0,1
74,1.98,90.7,0.08637473347927965,2013,1,25,20.0,13.0,2.850071428571429,10.0,32.0,23.13539434751556,1,0,0,0,0,0,1,0,1,0
80,1.91,94.3,0.38813256208058233,2011,1,24,37.0,9.5,2.850071428571429,12.0,33.0,25.84907211973356,6,0,0,0,0,0,1,0,1,0
75,2.08,110.2,0.1031467386890537,2015,2,37,25.0,4.0,0.01,8.0,30.0,25.47152366863905,3,0,0,1,0,0,0,0,1,0
78,1.91,81.6,0.3531523913140169,2009,1,5,262.5,76.0,2.23,14.0,33.0,22.36780790000274,1,0,0,0,0,0,1,0,0,1
78,1.98,91.6,0.17034321995297452,2019,1,3,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,23.364962758902152,1,0,0,0,0,0,1,0,0,1
80,2.01,94.8,0.24603064365620442,2013,0,0,38.0,15.0,2.850071428571429,10.0,33.0,23.464765723620708,6,0,0,1,0,0,0,0,1,0
74,2.03,107.5,0.04127443973083796,2018,1,27,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,26.0865344948919,4,0,0,0,1,0,0,0,1,0
75,2.13,115.7,0.1031467386890537,2008,1,15,583.257281553398,198.99757281553397,2.850071428571429,15.0,35.0,25.50199475412727,6,1,0,0,0,0,0,0,1,0
75,2.06,97.5,0.036063878466945136,2018,2,40,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,22.975775285135263,6,0,0,1,0,0,0,0,0,1
76,2.03,94.3,0.12394227578748282,2014,1,23,583.257281553398,198.99757281553397,2.850071428571429,9.0,31.0,22.883350724356337,6,0,0,1,0,0,0,0,1,0
72,1.93,93.0,0.10403657338005937,2013,0,0,583.257281553398,198.99757281553397,2.850071428571429,10.0,32.0,24.967113211092915,6,0,0,0,0,0,1,0,1,0
72,1.93,98.0,0.07453155483310804,2019,1,14,583.257281553398,198.99757281553397,2.850071428571429,4.0,24.0,26.309431125667803,4,0,0,0,0,0,1,0,1,0
75,1.98,95.7,0.05357420177828739,2015,1,23,583.257281553398,198.99757281553397,2.850071428571429,8.0,28.0,24.410774410774412,6,0,0,1,0,0,0,0,1,0
73,1.93,102.5,0.03429885998909361,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,27.517517248785204,6,0,0,1,0,0,0,0,1,0
81,2.03,104.3,0.31597845538622565,2006,1,8,583.257281553398,198.99757281553397,0.0,17.0,37.0,25.310005095974187,3,0,0,1,0,0,0,0,1,0
88,2.16,108.0,0.5512332059637665,2013,1,27,731.0,225.5,0.195,10.0,31.0,23.148148148148145,6,1,0,0,0,0,0,0,0,1
87,2.16,108.0,0.6008025502894472,2013,1,27,731.0,225.5,0.195,10.0,31.0,23.148148148148145,6,1,0,0,0,0,0,0,0,1
74,2.03,102.1,0.09663386511450468,2019,1,9,583.257281553398,198.99757281553397,2.850071428571429,4.0,25.0,24.776141134218257,6,0,0,1,0,0,0,0,0,1
90,1.91,86.2,0.8409287046330927,2008,1,4,2130.5,559.0,4.5,15.0,35.0,23.628738247306817,6,0,0,0,0,0,1,0,1,0
88,1.91,86.2,0.9033007087582624,2008,1,4,2130.5,559.0,4.5,15.0,35.0,23.628738247306817,6,0,0,0,0,0,1,0,1,0
72,1.91,88.5,0.06450771234528481,2016,0,0,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,24.259203420958855,2,0,0,0,0,0,1,0,0,1
72,1.98,97.5,0.060871314198786004,2013,0,0,583.257281553398,198.99757281553397,2.850071428571429,10.0,33.0,24.869911233547597,6,0,0,1,0,0,0,0,0,1
73,2.03,94.8,0.07074243741100941,2019,1,15,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,23.004683442937228,2,0,0,1,0,0,0,0,0,1
73,1.98,106.6,0.03429885998909361,2017,2,37,583.257281553398,198.99757281553397,2.850071428571429,6.0,29.0,27.191102948678704,4,0,0,1,0,0,0,0,1,0
81,2.13,108.9,0.5077873054332595,2008,1,24,583.257281553398,198.99757281553397,2.850071428571429,15.0,34.0,24.00317397341798,6,0,0,1,0,0,0,0,0,1
74,1.88,81.6,0.16206480309206675,2013,0,0,30.5,35.0,2.850071428571429,10.0,33.0,23.087369850611136,6,0,0,0,0,0,1,0,1,0
75,1.83,79.4,0.039257884908882094,2014,1,24,159.0,72.0,2.850071428571429,9.0,32.0,23.70927767326585,6,0,0,0,0,0,1,0,1,0
79,1.96,81.6,0.08534523412429118,2018,1,11,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,21.241149521032902,6,0,0,0,0,0,1,0,0,1
71,1.96,93.0,0.030519735795653216,2018,2,54,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,24.20866305705956,6,1,0,0,0,0,0,0,1,0
73,2.01,86.2,0.034343556180291494,2016,0,0,583.257281553398,198.99757281553397,2.850071428571429,7.0,30.0,21.336105541942036,2,0,0,0,0,0,1,0,1,0
70,2.08,98.0,0.05005024385445958,2016,1,28,583.257281553398,198.99757281553397,2.850071428571429,7.0,27.0,22.65162721893491,1,0,1,0,0,0,0,0,0,1
70,1.98,102.5,0.2895279972874398,2013,1,23,583.257281553398,198.99757281553397,2.850071428571429,10.0,32.0,26.145291296806448,6,0,0,1,0,0,0,0,1,0
82,1.96,93.0,0.23081952828199606,2014,2,38,0.0,7.0,2.850071428571429,9.0,30.0,24.20866305705956,6,0,0,0,0,0,1,0,1,0
73,1.98,109.8,0.0781308665117636,2015,1,8,0.0,19.0,2.850071428571429,8.0,27.0,28.00734618916437,6,0,0,1,0,0,0,0,1,0
95,1.91,83.9,0.8786553513870667,2009,1,7,12278.0,2893.0,9.56,14.0,35.0,22.998273073654783,6,0,0,0,0,0,1,0,1,0
95,1.91,83.9,0.9393276756935334,2009,1,7,12278.0,2893.0,9.56,14.0,35.0,22.998273073654783,6,0,0,0,0,0,1,0,1,0
96,1.91,83.9,1.0,2009,1,7,12278.0,2893.0,9.56,14.0,35.0,22.998273073654783,6,0,0,0,0,0,1,0,1,0
73,1.96,104.3,0.03429885998909361,2017,2,46,583.257281553398,198.99757281553397,2.850071428571429,6.0,28.0,27.150145772594755,6,0,0,0,0,0,1,0,1,0
82,2.11,115.7,0.5640094504017257,2013,1,12,36.0,99.0,2.850071428571429,10.0,30.0,25.987736124525508,6,1,0,0,0,0,0,0,0,1
70,2.01,93.0,0.02988898157104313,2018,2,47,583.257281553398,198.99757281553397,2.850071428571429,5.0,26.0,23.01923219722285,2,0,0,0,0,0,1,0,0,1
77,2.06,102.1,0.1957098391492539,2009,1,26,52.0,17.0,2.850071428571429,14.0,38.0,24.05976058063908,1,0,0,1,0,0,0,0,1,0
70,1.93,106.1,0.018550012698179175,2019,2,46,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,28.483986147279122,6,0,0,0,0,0,1,0,1,0
77,2.01,99.8,0.07504728852655332,2016,1,12,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,24.702358852503657,6,0,0,1,0,0,0,0,1,0
69,1.96,97.5,0.02077367007729511,2019,2,48,583.257281553398,198.99757281553397,2.850071428571429,4.0,27.0,25.380049979175347,6,0,0,0,0,0,1,0,1,0
71,1.98,83.5,0.05304589454769007,2017,1,21,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,21.298847056422815,6,0,0,0,0,0,1,0,1,0
79,1.98,93.4,0.27224441311823594,2012,1,8,0.0,0.0,2.850071428571429,11.0,32.0,23.82409958167534,4,0,0,0,0,0,1,0,1,0
78,1.85,86.2,0.4339452833775696,2015,1,16,2.0,6.0,2.850071428571429,8.0,29.0,25.18626734842951,5,0,0,0,0,0,1,0,1,0
79,2.03,99.8,0.28099122157183387,2007,1,12,0.0,1.5,2.850071428571429,16.0,35.0,24.218010628746153,2,0,0,1,0,0,0,0,1,0
70,1.98,97.5,0.030519735795653216,2014,2,51,583.257281553398,198.99757281553397,2.850071428571429,9.0,31.0,24.869911233547597,6,0,0,1,0,0,0,0,0,1
69,1.96,99.8,0.030519735795653216,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,28.0,25.978758850478968,1,0,0,0,0,0,1,0,1,0
78,2.08,109.3,0.17384281801525905,2017,2,42,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,25.263498520710055,6,0,0,0,1,0,0,0,1,0
72,2.13,98.0,0.07696410786511704,2016,1,10,0.0,39.5,2.850071428571429,7.0,26.0,21.600652427869253,2,0,0,0,1,0,0,0,0,1
72,1.83,77.1,0.034343556180291494,2014,0,0,583.257281553398,198.99757281553397,2.850071428571429,9.0,33.0,23.022484995073004,1,0,0,0,0,0,1,0,1,0
77,1.96,90.3,0.4367965242632312,2013,1,24,583.257281553398,198.99757281553397,2.850071428571429,10.0,31.0,23.505830903790088,6,0,0,0,0,0,1,0,1,0
74,2.08,100.7,0.0604247021591453,2017,1,18,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,23.27570266272189,2,0,0,0,1,0,0,0,0,1
75,1.85,90.7,0.07544122291228224,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,31.0,26.501095690284878,2,0,0,0,0,0,1,0,1,0
80,2.03,99.8,0.24075590268528332,2014,1,14,583.257281553398,198.99757281553397,2.850071428571429,9.0,30.0,24.218010628746153,2,0,0,1,0,0,0,0,1,0
85,2.03,102.5,0.7148766549125597,2011,1,19,2.0,4.0,0.022,12.0,31.0,24.873207309082975,6,0,0,1,0,0,0,0,1,0
75,2.01,89.8,0.21757686028324877,2012,2,32,7.0,8.5,2.850071428571429,11.0,32.0,22.22717259473776,2,0,0,0,0,0,1,0,0,1
70,2.08,112.5,0.041817616535806394,2017,1,28,583.257281553398,198.99757281553397,2.850071428571429,6.0,25.0,26.00314349112426,6,0,0,0,1,0,0,0,1,0
73,1.98,89.8,0.24803449373888142,2013,1,20,583.257281553398,198.99757281553397,2.850071428571429,10.0,32.0,22.905825936128966,2,0,0,1,0,0,0,0,1,0
74,2.01,97.5,0.04264069121128996,2014,0,0,583.257281553398,198.99757281553397,2.850071428571429,9.0,33.0,24.1330660132175,6,0,0,0,0,0,1,0,1,0
85,1.85,81.6,0.13607847251684996,2018,1,5,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,23.842220598977352,1,0,0,0,0,0,1,0,1,0
88,1.85,81.6,0.1426123384316876,2018,1,5,583.257281553398,198.99757281553397,2.850071428571429,5.0,25.0,23.842220598977352,1,0,0,0,0,0,1,0,1,0
71,1.96,99.3,0.03488570523526663,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,25.84860474802166,1,0,0,0,0,0,1,0,1,0
76,2.03,95.3,0.26568430677803745,2004,2,43,10.0,15.0,2.850071428571429,19.0,38.0,23.12601616151812,6,0,0,0,0,1,0,0,1,0
75,2.06,109.3,0.11917526518027194,2015,1,12,48.0,12.0,2.850071428571429,8.0,28.0,25.756433217079838,3,0,0,1,0,0,0,0,0,1
79,2.06,102.1,0.40430219645917825,2011,1,4,368.0,211.0,2.850071428571429,12.0,32.0,24.05976058063908,6,0,0,1,0,0,0,0,0,1
73,1.98,97.5,0.069307086143774,2018,1,15,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,24.869911233547597,6,0,0,0,0,1,0,0,1,0
72,1.93,90.7,0.05329065211524288,2013,0,0,30.0,10.0,2.850071428571429,10.0,32.0,24.34964697038847,6,0,0,0,0,0,1,0,1,0
72,1.96,88.5,0.04687152246029529,2019,1,24,583.257281553398,198.99757281553397,2.850071428571429,4.0,26.0,23.037276134943774,1,0,0,0,0,0,1,0,1,0
73,1.96,88.5,0.07850697927526831,2019,1,13,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,23.037276134943774,6,0,0,0,0,0,1,0,1,0
74,1.91,84.4,0.42374974103980223,2014,0,0,3.0,6.0,2.850071428571429,9.0,31.0,23.135330720100878,6,0,0,0,0,0,1,0,1,0
70,2.06,99.8,0.0,2017,1,24,583.257281553398,198.99757281553397,2.850071428571429,6.0,27.0,23.51776793288717,1,0,0,0,1,0,0,0,1,0
69,1.96,90.7,0.009894630259942463,2016,2,60,583.257281553398,198.99757281553397,2.850071428571429,7.0,29.0,23.60995418575594,1,0,0,0,0,0,0,1,1,0
73,2.13,106.6,0.05499015699777696,2001,1,2,29.0,9.0,0.84,22.0,41.0,23.496219885825127,6,1,0,0,0,0,0,0,1,0
73,1.83,83.9,0.22011343473479217,2015,1,24,0.0,14.0,2.850071428571429,8.0,27.0,25.05300247842575,2,0,0,0,0,0,1,0,1,0
87,1.93,96.6,0.45811409275719217,2013,1,2,78.0,28.0,2.850071428571429,10.0,31.0,25.933582109586833,2,0,0,0,0,0,1,0,1,0
73,2.13,106.6,0.05370087743171662,2015,0,0,583.257281553398,198.99757281553397,2.850071428571429,8.0,30.0,23.496219885825127,4,1,0,0,0,0,0,0,0,1
75,1.93,90.7,0.17384281801525905,2009,1,28,18.0,12.0,2.850071428571429,14.0,36.0,24.34964697038847,1,0,0,0,0,0,1,0,1,0
78,2.06,117.5,0.11264577266966107,2018,1,7,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,27.688754830804037,2,1,0,0,0,0,0,0,1,0
72,1.98,93.0,0.03429885998909361,2017,2,33,583.257281553398,198.99757281553397,2.850071428571429,6.0,29.0,23.72206917661463,4,0,0,1,0,0,0,0,1,0
76,1.93,99.8,0.05499015699777696,2009,0,0,583.257281553398,198.99757281553397,2.850071428571429,14.0,37.0,26.792665574914764,6,0,0,0,0,0,1,0,1,0
78,1.96,79.4,0.2782968984298298,2012,2,40,1.0,3.0,2.850071428571429,11.0,32.0,20.668471470220744,6,0,0,0,0,0,1,0,1,0
79,2.13,109.8,0.04652171572321477,2015,1,6,0.0,17.0,2.850071428571429,8.0,30.0,24.201547312041264,6,1,0,0,0,0,0,0,1,0
76,2.11,115.7,0.03557184862440912,2015,2,35,0.0,55.5,0.055,8.0,29.0,25.987736124525508,5,0,1,0,0,0,0,0,0,1
75,2.03,102.1,0.05499015699777696,2007,1,23,31.5,18.5,2.850071428571429,16.0,36.0,24.776141134218257,6,0,0,0,0,1,0,0,1,0
70,2.03,108.9,0.0010933510566997426,2018,0,0,583.257281553398,198.99757281553397,2.850071428571429,5.0,27.0,26.4262661069184,1,0,0,0,1,0,0,0,1,0
74,1.83,80.7,0.06778776551538404,2016,0,0,37.5,9.0,2.850071428571429,7.0,30.0,24.097464839200928,3,0,0,0,0,0,1,0,1,0
74,2.11,105.2,0.09162719195566522,2017,1,10,583.257281553398,198.99757281553397,2.850071428571429,6.0,26.0,23.629298533276433,6,1,0,0,0,0,0,0,1,0
85,1.98,82.1,0.4253135610561999,2014,1,13,178.5,67.0,2.850071428571429,9.0,28.0,20.941740638710336,2,0,0,0,0,0,1,0,1,0
72,1.91,93.0,0.06579349318796371,2018,1,16,583.257281553398,198.99757281553397,2.850071428571429,5.0,24.0,25.492722238973712,6,0,0,0,0,0,0,1,1,0
81,1.98,128.8,0.21227279563698698,2019,1,1,583.257281553398,198.99757281553397,2.850071428571429,4.0,23.0,32.853790429548006,3,0,0,1,0,0,0,0,1,0
